,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,date_diff,red_flag
9253,TXN_3595118,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-03,-34.0,1
397,TXN_3595735,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-03-26,51.0,0
3625,TXN_3596270,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-05-05,40.0,0
2158,TXN_3596456,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-05,,0
3306,TXN_3597656,Coffee,4.0,2.0,8.0,Digital Wallet,Unknown,2023-04-03,,0
4574,TXN_3597806,Cookie,3.0,1.0,3.0,Credit Card,Unknown,2023-12-11,252.0,0
3520,TXN_3599216,Tea,1.0,1.5,1.5,Cash,In-store,2023-09-21,-81.0,1
2217,TXN_3599473,Coffee,2.0,2.0,4.0,Cash,Unknown,2023-08-29,-23.0,1
8864,TXN_3600632,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-12-09,102.0,0
3864,TXN_3601338,Cake,3.0,3.0,9.0,Credit Card,Unknown,2023-03-06,-278.0,1
9134,TXN_3601382,Salad,3.0,5.0,15.0,Unknown,Unknown,2023-02-12,-22.0,1
7645,TXN_3602272,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-02-15,3.0,0
6498,TXN_3602823,Coffee,4.0,2.0,8.0,Unknown,Unknown,2023-08-26,192.0,0
5313,TXN_3603434,Coffee,5.0,2.0,10.0,Unknown,In-store,2023-01-05,-233.0,1
7400,TXN_3604017,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-21,259.0,0
1585,TXN_3604156,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-11-08,48.0,0
790,TXN_3605929,Smoothie,2.0,4.0,8.0,Credit Card,Unknown,2023-04-26,-196.0,1
472,TXN_3607652,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-05,40.0,0
6519,TXN_3607778,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-11-20,168.0,0
8025,TXN_3608237,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-11-26,6.0,0
8951,TXN_3612790,Smoothie,1.0,4.0,4.0,Unknown,Unknown,2023-09-01,-86.0,1
2856,TXN_3613385,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-05-26,-98.0,1
1371,TXN_3615483,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-09-08,105.0,0
1051,TXN_3616362,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-02,85.0,0
9613,TXN_3616839,Cake,4.0,3.0,12.0,Digital Wallet,Unknown,2023-04-01,-245.0,1
6761,TXN_3617989,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-29,181.0,0
6862,TXN_3618603,Salad,4.0,5.0,20.0,Cash,Unknown,2023-03-19,-194.0,1
4724,TXN_3619141,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-09-30,195.0,0
1883,TXN_3620110,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-06-01,-121.0,1
4511,TXN_3620122,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-05-06,-26.0,1
7805,TXN_3620213,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-09,126.0,0
5457,TXN_3622194,Cake,1.0,3.0,3.0,Digital Wallet,Unknown,2023-06-26,-75.0,1
1396,TXN_3628056,Cake,4.0,3.0,12.0,Cash,In-store,2023-07-09,13.0,0
7793,TXN_3628566,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-08-17,39.0,0
630,TXN_3629351,Cake,1.0,3.0,3.0,Digital Wallet,Unknown,2023-07-21,-27.0,1
4688,TXN_3629728,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-11,-132.0,1
6657,TXN_3630892,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-01-31,-39.0,1
5064,TXN_3630981,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-10-31,273.0,0
5016,TXN_3632064,Cookie,5.0,1.0,5.0,Cash,Unknown,2023-02-12,-261.0,1
6205,TXN_3632068,Juice,2.0,3.0,6.0,Cash,Unknown,2023-08-29,198.0,0
8403,TXN_3632558,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-10,-19.0,1
2782,TXN_3633955,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-09-20,41.0,0
3708,TXN_3634860,Juice,5.0,3.0,15.0,Credit Card,Unknown,2023-05-28,-115.0,1
7839,TXN_3635628,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-28,153.0,0
6032,TXN_3635874,Sandwich,2.0,4.0,8.0,Cash,Unknown,2023-03-16,-226.0,1
6455,TXN_3638761,Juice,5.0,3.0,15.0,Unknown,Unknown,2023-03-16,,0
371,TXN_3638955,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-02,,0
5709,TXN_3639760,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-29,-216.0,1
9538,TXN_3641001,Smoothie,3.0,4.0,12.0,Digital Wallet,Unknown,2023-11-10,285.0,0
8436,TXN_3641356,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-07-26,-107.0,1
9508,TXN_3641519,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-06-08,-48.0,1
5866,TXN_3642052,Cake,1.0,3.0,3.0,Unknown,Takeaway,2023-07-19,41.0,0
4588,TXN_3642982,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-10-04,77.0,0
3296,TXN_3643348,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-09-06,-28.0,1
3826,TXN_3643361,Tea,1.0,1.5,1.5,Cash,Unknown,2023-01-12,-237.0,1
5569,TXN_3644269,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-26,257.0,0
9336,TXN_3645674,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-07-18,-70.0,1
8438,TXN_3645818,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-03-18,-122.0,1
6068,TXN_3646359,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-07-23,127.0,0
6573,TXN_3647474,Coffee,4.0,2.0,8.0,Unknown,Takeaway,2023-05-05,-79.0,1
8123,TXN_3648160,Coffee,5.0,2.0,10.0,Unknown,Takeaway,2023-12-03,212.0,0
1682,TXN_3648327,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-08-17,-108.0,1
9864,TXN_3649492,Salad,4.0,5.0,20.0,Digital Wallet,Unknown,2023-12-01,106.0,0
3405,TXN_3651337,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-10-25,-37.0,1
5783,TXN_3651743,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-24,-184.0,1
4697,TXN_3652726,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-08-03,101.0,0
1969,TXN_3653328,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-06-27,-37.0,1
6248,TXN_3653560,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-01,4.0,0
6269,TXN_3654203,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-04-21,-71.0,1
6629,TXN_3654299,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-09-19,151.0,0
4739,TXN_3654670,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-06-14,-97.0,1
7114,TXN_3655322,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-10-03,111.0,0
8059,TXN_3655950,Cookie,1.0,1.0,1.0,Unknown,In-store,2023-11-25,53.0,0
439,TXN_3656762,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-07-31,-117.0,1
3502,TXN_3656884,Coffee,5.0,2.0,10.0,Credit Card,Unknown,2023-10-08,69.0,0
3249,TXN_3658211,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-04-02,-189.0,1
8772,TXN_3659483,Smoothie,3.0,4.0,12.0,Cash,Unknown,2023-05-14,42.0,0
8929,TXN_3660048,Cake,1.0,3.0,3.0,Credit Card,Unknown,2023-05-14,,0
7380,TXN_3660227,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-05-13,,0
9245,TXN_3660347,Smoothie,5.0,4.0,20.0,Unknown,In-store,2023-05-13,,0
4924,TXN_3660806,Cookie,5.0,1.0,5.0,Unknown,Takeaway,2023-02-14,,0
3288,TXN_3660999,Cake,3.0,3.0,9.0,Digital Wallet,Unknown,2023-02-02,-12.0,1
7068,TXN_3661311,Juice,2.0,3.0,6.0,Digital Wallet,Unknown,2023-04-30,87.0,0
9349,TXN_3663592,Smoothie,2.0,4.0,8.0,Unknown,Takeaway,2023-08-26,118.0,0
945,TXN_3663712,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-22,27.0,0
503,TXN_3664656,Cookie,5.0,1.0,5.0,Unknown,Takeaway,2023-08-13,-40.0,1
2011,TXN_3665727,Cookie,1.0,1.0,1.0,Unknown,In-store,2023-10-13,61.0,0
389,TXN_3665733,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-13,,0
410,TXN_3666858,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-12-27,,0
5683,TXN_3666951,Juice,2.0,3.0,6.0,Unknown,In-store,2023-01-06,-355.0,1
399,TXN_3668051,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-11-17,315.0,0
8624,TXN_3669068,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-01-17,-304.0,1
7315,TXN_3669866,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-05-10,113.0,0
4969,TXN_3669990,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-01-27,-103.0,1
5107,TXN_3670041,Smoothie,3.0,4.0,12.0,Digital Wallet,Unknown,2023-03-22,54.0,0
7417,TXN_3670103,Tea,2.0,1.5,3.0,Unknown,In-store,2023-04-30,39.0,0
1434,TXN_3670298,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-02-04,-85.0,1
4286,TXN_3670476,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-25,49.0,0
2440,TXN_3670939,Tea,3.0,1.5,4.5,Cash,Unknown,2023-07-13,110.0,0
9027,TXN_3672345,Tea,3.0,1.5,4.5,Credit Card,Unknown,2023-10-17,96.0,0
7286,TXN_3673322,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-04-24,-176.0,1
9567,TXN_3674876,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-04-24,,0
8837,TXN_3676019,Juice,4.0,3.0,12.0,Digital Wallet,Unknown,2023-11-07,,0
6632,TXN_3676131,Coffee,3.0,2.0,6.0,Unknown,Unknown,2023-09-11,-57.0,1
8563,TXN_3676305,Salad,5.0,5.0,25.0,Credit Card,Unknown,2023-06-14,-89.0,1
9129,TXN_3676632,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-12-11,180.0,0
7065,TXN_3677109,Cake,5.0,3.0,15.0,Digital Wallet,Unknown,2023-12-02,-9.0,1
417,TXN_3677592,Sandwich,2.0,4.0,8.0,Cash,Unknown,2023-05-29,-187.0,1
3961,TXN_3677890,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-02-28,-90.0,1
1500,TXN_3678091,Juice,3.0,3.0,9.0,Cash,Unknown,2023-09-07,191.0,0
8089,TXN_3678804,Coffee,3.0,2.0,6.0,Digital Wallet,Unknown,2023-10-20,43.0,0
2965,TXN_3679126,Cookie,1.0,1.0,1.0,Cash,Unknown,2023-07-15,-97.0,1
6584,TXN_3679245,Smoothie,4.0,4.0,16.0,Unknown,In-store,2023-09-16,63.0,0
9730,TXN_3679582,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-04-11,-158.0,1
2283,TXN_3680047,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-07-16,96.0,0
3536,TXN_3680192,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-05-20,-57.0,1
1939,TXN_3683787,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-09-16,119.0,0
5545,TXN_3686848,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-04-06,-163.0,1
9612,TXN_3687257,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-03-27,-10.0,1
3027,TXN_3687300,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-03-27,,0
1036,TXN_3688181,Cake,1.0,3.0,3.0,Unknown,Takeaway,2023-08-23,,0
1557,TXN_3689335,Juice,1.0,3.0,3.0,Unknown,Takeaway,2023-12-11,110.0,0
9218,TXN_3689579,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-02,-9.0,1
7908,TXN_3690903,Coffee,3.0,2.0,6.0,Unknown,In-store,2023-10-22,-41.0,1
2390,TXN_3691087,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-07-11,-103.0,1
9015,TXN_3691228,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-10-26,107.0,0
9321,TXN_3692789,Sandwich,2.0,4.0,8.0,Credit Card,Unknown,2023-10-26,,0
7663,TXN_3693990,Cookie,2.0,1.0,2.0,Unknown,In-store,2023-07-19,,0
5211,TXN_3694901,Cookie,2.0,1.0,2.0,Unknown,In-store,2023-08-16,28.0,0
7944,TXN_3695238,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-20,-118.0,1
951,TXN_3696194,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-11-27,221.0,0
7168,TXN_3699636,Salad,3.0,5.0,15.0,Digital Wallet,Unknown,2023-01-12,-319.0,1
4638,TXN_3700419,Cookie,4.0,1.0,4.0,Unknown,Unknown,2023-01-09,-3.0,1
6247,TXN_3701660,Sandwich,1.0,4.0,4.0,Digital Wallet,Unknown,2023-01-09,,0
9516,TXN_3703482,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-01-08,,0
2670,TXN_3703964,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-23,258.0,0
7568,TXN_3705445,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-13,-10.0,1
4966,TXN_3705669,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-11-23,71.0,0
5331,TXN_3706167,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-02,-52.0,1
9902,TXN_3706457,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-07-18,-76.0,1
5739,TXN_3708535,Coffee,5.0,2.0,10.0,Unknown,In-store,2023-05-02,-77.0,1
6834,TXN_3709117,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-02-04,-87.0,1
19,TXN_3709394,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-01-15,-20.0,1
7589,TXN_3709853,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-21,218.0,0
3866,TXN_3709876,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-11-04,75.0,0
8700,TXN_3710523,Sandwich,3.0,4.0,12.0,Digital Wallet,Unknown,2023-10-03,-32.0,1
5025,TXN_3711520,Tea,1.0,1.5,1.5,Unknown,In-store,2023-06-29,-96.0,1
3180,TXN_3711712,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-08-20,52.0,0
1433,TXN_3712466,Cake,5.0,3.0,15.0,Digital Wallet,Unknown,2023-04-10,-132.0,1
2806,TXN_3713527,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-03-08,-33.0,1
1232,TXN_3713626,Sandwich,2.0,4.0,8.0,Cash,Unknown,2023-12-24,291.0,0
8399,TXN_3713880,Salad,5.0,5.0,25.0,Unknown,In-store,2023-06-30,-177.0,1
1261,TXN_3713976,Juice,2.0,3.0,6.0,Unknown,Takeaway,2023-11-06,129.0,0
6250,TXN_3715065,Salad,3.0,5.0,15.0,Credit Card,Unknown,2023-03-17,-234.0,1
2999,TXN_3716067,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-03-17,,0
4915,TXN_3716685,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-17,,0
3904,TXN_3717307,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-07-02,,0
1561,TXN_3717372,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-02-15,-137.0,1
6483,TXN_3717422,Salad,2.0,5.0,10.0,Cash,Unknown,2023-06-15,120.0,0
9059,TXN_3717444,Smoothie,3.0,4.0,12.0,Unknown,Unknown,2023-09-07,84.0,0
7956,TXN_3719842,Cake,3.0,3.0,9.0,Cash,Unknown,2023-05-05,-125.0,1
2410,TXN_3720223,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-22,170.0,0
2304,TXN_3722720,Salad,2.0,5.0,10.0,Unknown,In-store,2023-06-27,-117.0,1
303,TXN_3723007,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-05-18,-40.0,1
5083,TXN_3725152,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-07-08,51.0,0
910,TXN_3725837,Coffee,5.0,2.0,10.0,Cash,In-store,2023-10-22,106.0,0
9720,TXN_3726397,Salad,5.0,5.0,25.0,Unknown,Takeaway,2023-01-30,-265.0,1
1270,TXN_3727374,Cake,2.0,3.0,6.0,Unknown,In-store,2023-04-10,70.0,0
2812,TXN_3729074,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-04-15,5.0,0
3531,TXN_3730077,Cookie,2.0,1.0,2.0,Credit Card,Unknown,2023-07-08,84.0,0
447,TXN_3730415,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-09,-90.0,1
7845,TXN_3732426,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-03-07,-33.0,1
1951,TXN_3733753,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-10,3.0,0
3518,TXN_3734446,Coffee,5.0,2.0,10.0,Digital Wallet,Unknown,2023-04-16,37.0,0
1174,TXN_3736798,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-07-01,76.0,0
5204,TXN_3737378,Smoothie,1.0,4.0,4.0,Cash,Unknown,2023-07-01,,0
7523,TXN_3738314,Sandwich,4.0,4.0,16.0,Unknown,Unknown,2023-08-06,,0
6910,TXN_3739424,Juice,1.0,3.0,3.0,Credit Card,Unknown,2023-06-03,-64.0,1
7043,TXN_3740465,Cookie,4.0,1.0,4.0,Digital Wallet,Unknown,2023-03-08,-87.0,1
9855,TXN_3740505,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-11-21,258.0,0
496,TXN_3740963,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-01-22,-303.0,1
3936,TXN_3741197,Cake,4.0,3.0,12.0,Credit Card,Unknown,2023-10-13,264.0,0
2550,TXN_3741325,Sandwich,5.0,4.0,20.0,Digital Wallet,Unknown,2023-07-04,-101.0,1
8784,TXN_3743107,Coffee,4.0,2.0,8.0,Cash,Unknown,2023-01-14,-171.0,1
2402,TXN_3743336,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-02-21,38.0,0
8293,TXN_3744962,Salad,1.0,5.0,5.0,Unknown,In-store,2023-07-26,155.0,0
3730,TXN_3744974,Juice,1.0,3.0,3.0,Unknown,In-store,2023-01-09,-198.0,1
8251,TXN_3745153,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-30,172.0,0
906,TXN_3746260,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-08-26,57.0,0
3508,TXN_3747376,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-11-03,69.0,0
80,TXN_3748616,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-12-09,36.0,0
9011,TXN_3749051,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-04-19,-234.0,1
1403,TXN_3749365,Cookie,3.0,1.0,3.0,Cash,Unknown,2023-01-19,-90.0,1
9037,TXN_3749801,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-03,-16.0,1
2530,TXN_3750900,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-04-03,90.0,0
7978,TXN_3751420,Sandwich,5.0,4.0,20.0,Unknown,Takeaway,2023-11-20,231.0,0
5286,TXN_3752448,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-16,-188.0,1
1400,TXN_3753993,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-04-01,-45.0,1
4319,TXN_3754190,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-04-01,,0
1237,TXN_3755379,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-11-19,,0
8386,TXN_3755657,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-03-24,-240.0,1
2339,TXN_3756680,Tea,2.0,1.5,3.0,Credit Card,Unknown,2023-08-30,159.0,0
8668,TXN_3758250,Salad,3.0,5.0,15.0,Cash,In-store,2023-09-08,9.0,0
8643,TXN_3758861,Smoothie,3.0,4.0,12.0,Credit Card,Unknown,2023-07-03,-67.0,1
920,TXN_3760598,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-24,113.0,0
6651,TXN_3762778,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-06-14,-132.0,1
4980,TXN_3764807,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-08-28,75.0,0
16,TXN_3765707,Sandwich,1.0,4.0,4.0,Unknown,Unknown,2023-06-10,-79.0,1
5628,TXN_3766378,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-08-18,69.0,0
6969,TXN_3766657,Smoothie,5.0,4.0,20.0,Unknown,Unknown,2023-08-16,-2.0,1
4895,TXN_3767196,Salad,4.0,5.0,20.0,Cash,Unknown,2023-08-30,14.0,0
9650,TXN_3769567,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-02-10,-201.0,1
7717,TXN_3770267,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-10-21,253.0,0
8676,TXN_3771902,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-03-31,-204.0,1
8955,TXN_3774886,Sandwich,3.0,4.0,12.0,Unknown,Unknown,2023-06-01,62.0,0
106,TXN_3775339,Cookie,3.0,1.0,3.0,Credit Card,Unknown,2023-04-03,-59.0,1
3981,TXN_3776109,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-05-20,47.0,0
4036,TXN_3779292,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-12-30,224.0,0
8680,TXN_3779320,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-03-27,-278.0,1
205,TXN_3779366,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-04-15,19.0,0
499,TXN_3779640,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-16,31.0,0
5148,TXN_3781198,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-11-04,172.0,0
8553,TXN_3781240,Cake,5.0,3.0,15.0,Unknown,Takeaway,2023-05-27,-161.0,1
8213,TXN_3783903,Tea,4.0,1.5,6.0,Unknown,Unknown,2023-06-25,29.0,0
3623,TXN_3784001,Sandwich,1.0,4.0,4.0,Unknown,Takeaway,2023-06-25,,0
7559,TXN_3785049,Sandwich,4.0,4.0,16.0,Unknown,Unknown,2023-11-26,,0
6224,TXN_3785168,Juice,3.0,3.0,9.0,Unknown,Takeaway,2023-05-01,-209.0,1
5298,TXN_3785678,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-03-13,-49.0,1
242,TXN_3786188,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-10-20,221.0,0
9499,TXN_3786518,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-09-16,-34.0,1
9467,TXN_3787234,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-15,-185.0,1
9627,TXN_3787265,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-12-16,276.0,0
9713,TXN_3787941,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-12-16,,0
562,TXN_3789752,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-16,,0
903,TXN_3790025,Sandwich,1.0,4.0,4.0,Cash,Unknown,2023-10-07,-70.0,1
535,TXN_3791639,Juice,4.0,3.0,12.0,Digital Wallet,Unknown,2023-10-07,,0
2593,TXN_3792125,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-08-25,,0
9867,TXN_3792683,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-06,-19.0,1
8779,TXN_3793672,Cookie,5.0,1.0,5.0,Credit Card,Unknown,2023-01-14,-204.0,1
5509,TXN_3794410,Cake,4.0,3.0,12.0,Credit Card,Unknown,2023-12-06,326.0,0
968,TXN_3794585,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-02-10,-299.0,1
8377,TXN_3799280,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-09-23,225.0,0
196,TXN_3800182,Tea,2.0,1.5,3.0,Cash,In-store,2023-10-26,33.0,0
1610,TXN_3800253,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-15,-284.0,1
6719,TXN_3801179,Juice,2.0,3.0,6.0,Cash,In-store,2023-12-07,326.0,0
9116,TXN_3801338,Sandwich,3.0,4.0,12.0,Credit Card,Unknown,2023-11-03,-34.0,1
7802,TXN_3801485,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-11-10,7.0,0
9280,TXN_3801966,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-01-14,-300.0,1
8959,TXN_3803063,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-11-23,313.0,0
1138,TXN_3803732,Salad,4.0,5.0,20.0,Digital Wallet,Unknown,2023-01-08,-319.0,1
102,TXN_3808639,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-15,341.0,0
4007,TXN_3808895,Salad,2.0,5.0,10.0,Cash,In-store,2023-07-13,-155.0,1
9893,TXN_3809533,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-02-02,-161.0,1
7752,TXN_3809941,Cookie,4.0,1.0,4.0,Credit Card,Unknown,2023-11-01,272.0,0
571,TXN_3810451,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-11-01,,0
8884,TXN_3811655,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-11-01,,0
8046,TXN_3812053,Coffee,5.0,2.0,10.0,Unknown,In-store,2023-04-03,,0
1316,TXN_3815345,Cookie,5.0,1.0,5.0,Cash,In-store,2023-09-16,166.0,0
9602,TXN_3816131,Juice,3.0,3.0,9.0,Unknown,Unknown,2023-01-23,-236.0,1
1857,TXN_3817784,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-11-25,306.0,0
2088,TXN_3818464,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-02,-268.0,1
5701,TXN_3819085,Sandwich,1.0,4.0,4.0,Unknown,Takeaway,2023-11-23,266.0,0
9357,TXN_3819405,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-16,-280.0,1
8460,TXN_3820150,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-05-10,83.0,0
9366,TXN_3821298,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-04-26,-14.0,1
4719,TXN_3822036,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-07,11.0,0
2102,TXN_3824443,Smoothie,3.0,4.0,12.0,Unknown,In-store,2023-10-08,154.0,0
582,TXN_3826038,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-10-20,12.0,0
5066,TXN_3826298,Cookie,3.0,1.0,3.0,Unknown,Unknown,2023-11-28,39.0,0
7587,TXN_3827851,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-01-09,-323.0,1
